RUN	pokemonapi.RefulTask	refultask	1720828363966	 	3.11.3
USER	Task API Test	END	1720828394575
USER	Task API Test	START	1720828394575
REQUEST		POST task	1720828394528	1720828394827	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394828
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394828
USER	Task API Test	END	1720828394828
REQUEST		POST task	1720828393843	1720828394859	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394860
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394860
USER	Task API Test	END	1720828394860
REQUEST		POST task	1720828394045	1720828395059	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828395059
ERROR	GET task: No attribute named 'thiis' is defined 	1720828395059
USER	Task API Test	END	1720828395059
REQUEST		POST task	1720828394222	1720828395214	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828395214
ERROR	GET task: No attribute named 'thiis' is defined 	1720828395214
USER	Task API Test	END	1720828395214
REQUEST		POST task	1720828394200	1720828395215	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828395215
ERROR	GET task: No attribute named 'thiis' is defined 	1720828395215
USER	Task API Test	END	1720828395215
REQUEST		POST task	1720828394233	1720828395232	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828395232
ERROR	GET task: No attribute named 'thiis' is defined 	1720828395232
USER	Task API Test	END	1720828395232
REQUEST		POST task	1720828394315	1720828395265	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828395265
ERROR	GET task: No attribute named 'thiis' is defined 	1720828395265
USER	Task API Test	END	1720828395265
REQUEST		POST task	1720828394497	1720828395490	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828395490
ERROR	GET task: No attribute named 'thiis' is defined 	1720828395490
USER	Task API Test	END	1720828395490
REQUEST		POST task	1720828394494	1720828395498	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828395498
ERROR	GET task: No attribute named 'thiis' is defined 	1720828395498
USER	Task API Test	END	1720828395498
REQUEST		POST task	1720828394575	1720828395586	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828395586
ERROR	GET task: No attribute named 'thiis' is defined 	1720828395586
USER	Task API Test	END	1720828395587
